0.50,0.30
0.59,0.28
0.54,0.27
0.54,0.27
0.54,0.27
0.56,0.26
0.51,0.31
0.51,0.31
0.55,0.33
0.55,0.33
0.67,0.34
0.73,0.35
0.67,0.39
0.67,0.36
0.60,0.32
0.56,0.30
0.57,0.28
0.67,0.30
0.67,0.30
0.67,0.30
0.67,0.30
0.69,0.29
0.69,0.29
0.71,0.32
0.62,0.29
0.62,0.29
0.57,0.30
0.57,0.30
0.59,0.29
0.59,0.29
0.59,0.29
0.59,0.29
0.57,0.30
0.58,0.30
0.61,0.29
0.69,0.29
0.69,0.29
0.67,0.29
0.67,0.29
0.69,0.31
0.68,0.30
0.66,0.30
0.66,0.32
0.66,0.32
0.66,0.32
0.66,0.32
0.64,0.33
0.64,0.30
0.53,0.33
0.53,0.33
0.58,0.37
0.57,0.34
0.61,0.32
0.66,0.30
0.66,0.30
0.65,0.30
0.65,0.30
0.65,0.30
0.65,0.30
0.65,0.30
0.65,0.30
0.68,0.29
0.65,0.29
0.62,0.27
0.58,0.30
0.58,0.30
0.58,0.32
0.58,0.32
0.57,0.33
0.65,0.32
0.66,0.35
0.69,0.40
0.69,0.40
0.71,0.39
0.71,0.39
0.76,0.33
0.76,0.33
0.73,0.36
0.59,0.33
0.59,0.33
0.61,0.33
0.59,0.29
0.61,0.29
0.54,0.32
0.54,0.32
0.64,0.34
0.64,0.34
0.60,0.33
0.60,0.33
0.60,0.33
0.49,0.32
0.49,0.32
0.48,0.33
0.48,0.29
0.48,0.29
0.57,0.25
0.57,0.25
0.57,0.25
0.52,0.26
0.52,0.26
0.58,0.26
0.60,0.27
0.68,0.30
0.74,0.33
0.74,0.33
0.72,0.38
0.72,0.38
0.72,0.38
0.69,0.35
0.73,0.33
0.73,0.33
0.66,0.35
0.67,0.35
0.62,0.32
0.58,0.32
0.62,0.30
0.62,0.30
0.62,0.30
0.62,0.30
0.66,0.30
0.64,0.29
0.64,0.29
0.70,0.31
0.69,0.35
0.62,0.36
0.56,0.36
0.56,0.36
0.56,0.36
0.65,0.36
0.62,0.37
0.62,0.36
0.61,0.35
0.61,0.35
0.61,0.35
0.53,0.33
0.54,0.33
0.58,0.31
0.58,0.31
0.58,0.31
0.61,0.32
0.61,0.32
0.61,0.32
0.53,0.35
0.53,0.35
0.52,0.38
0.56,0.37
0.55,0.36
0.50,0.35
0.57,0.33
0.57,0.33
0.54,0.33
0.54,0.33
0.55,0.29
0.57,0.33
0.59,0.36
0.59,0.36
0.59,0.36
0.59,0.36
0.58,0.29
0.58,0.29
0.58,0.29
0.57,0.34
0.57,0.34
0.54,0.35
0.62,0.35
